segment_id,file_id,channel_id,platform,youtube_id,source_url,tiktok_handle,local_filename,start_time,end_time,duration,region,provenance_region,speaker_id,split,channel_split,snr_db,speech_ratio,quality
67568,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1120.944,1128.044,7.1,Tripolitania,Tripolitania,spk_00001,train,train,31.27,0.9862,clean
67569,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1128.044,1137.244,9.2,Tripolitania,Tripolitania,spk_00001,train,train,36.15,0.9457,clean
67570,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1137.244,1141.544,4.3,Tripolitania,Tripolitania,spk_00001,train,train,38.64,0.9242,clean
67571,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1141.544,1147.844,6.3,Tripolitania,Tripolitania,spk_00001,train,train,38.12,0.9533,clean
67572,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1147.844,1152.344,4.5,Tripolitania,Tripolitania,spk_00001,train,train,34.85,0.9276,clean
67573,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1152.344,1160.544,8.2,Tripolitania,Tripolitania,spk_00001,train,train,31.6,0.9751,clean
67574,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1160.544,1164.544,4.0,Tripolitania,Tripolitania,spk_00001,train,train,37.25,0.9675,clean
67575,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1164.544,1169.744,5.2,Tripolitania,Tripolitania,spk_00001,train,train,39.74,0.9565,clean
67576,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1169.744,1178.884,9.14,Tripolitania,Tripolitania,spk_00001,train,train,34.07,0.9503,clean
67577,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1179.492,1187.992,8.5,Tripolitania,Tripolitania,spk_00001,train,train,36.68,0.9692,clean
67578,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1187.992,1194.292,6.3,Tripolitania,Tripolitania,spk_00001,train,train,36.26,0.9895,clean
67579,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1194.292,1204.092,9.8,Tripolitania,Tripolitania,spk_00001,train,train,37.74,0.9933,clean
67580,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1204.092,1210.592,6.5,Tripolitania,Tripolitania,spk_00001,train,train,38.06,0.98,clean
67581,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1210.592,1218.592,8.0,Tripolitania,Tripolitania,spk_00001,train,train,33.82,0.9838,clean
67582,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1218.592,1222.392,3.8,Tripolitania,Tripolitania,spk_00001,train,train,29.63,0.9826,clean
67583,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1222.392,1231.992,9.6,Tripolitania,Tripolitania,spk_00001,train,train,42.25,0.986,clean
67584,328368a9e3ae,طه_الجواشي,youtube,aAz52Cn6zwY,https://www.youtube.com/@TahaJawashi,,,1231.992,1238.392,6.4,Tripolitania,Tripolitania,spk_00001,train,train,41.26,0.9097,clean
67585,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,0.031,7.031,7.0,Tripolitania,Tripolitania,spk_00001,train,train,24.94,1.0,clean
67586,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,7.031,13.831,6.8,Tripolitania,Tripolitania,spk_00001,train,train,25.38,0.9809,clean
67587,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,13.831,23.631,9.8,Tripolitania,Tripolitania,spk_00001,train,train,32.96,0.9494,clean
67588,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,23.631,27.131,3.5,Tripolitania,Tripolitania,spk_00001,train,train,38.06,0.972,clean
67589,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,27.131,35.047,7.916,Tripolitania,Tripolitania,spk_00001,train,train,22.99,0.8982,clean
67590,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,35.57,40.57,5.0,Tripolitania,Tripolitania,spk_00001,train,train,22.02,0.9932,clean
67591,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,40.57,47.923,7.353,Tripolitania,Tripolitania,spk_00001,train,train,31.91,0.9426,clean
67592,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,48.614,56.714,8.1,Tripolitania,Tripolitania,spk_00001,train,train,26.33,0.9958,clean
67593,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,56.714,61.414,4.7,Tripolitania,Tripolitania,spk_00001,train,train,29.4,0.9183,clean
67594,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,61.414,70.214,8.8,Tripolitania,Tripolitania,spk_00001,train,train,31.01,0.9889,clean
67595,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,70.214,79.014,8.8,Tripolitania,Tripolitania,spk_00001,train,train,33.3,0.9889,clean
67596,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,79.014,87.214,8.2,Tripolitania,Tripolitania,spk_00001,train,train,27.62,0.968,clean
67597,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,87.214,91.814,4.6,Tripolitania,Tripolitania,spk_00001,train,train,29.32,0.937,clean
67598,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,91.814,100.623,8.809,Tripolitania,Tripolitania,spk_00001,train,train,28.48,0.9703,clean
67599,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,101.838,105.112,3.274,Tripolitania,Tripolitania,spk_00001,train,train,33.19,0.9896,clean
67600,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,105.82,111.42,5.6,Tripolitania,Tripolitania,spk_00001,train,train,39.66,0.8729,clean
67601,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,111.42,121.294,9.874,Tripolitania,Tripolitania,spk_00001,train,train,33.12,0.9536,clean
67602,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,122.307,131.407,9.1,Tripolitania,Tripolitania,spk_00001,train,train,41.34,0.9251,clean
67603,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,131.407,137.707,6.3,Tripolitania,Tripolitania,spk_00001,train,train,30.32,0.8727,clean
67604,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,137.707,142.861,5.154,Tripolitania,Tripolitania,spk_00001,train,train,35.81,0.825,clean
67605,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,144.194,150.594,6.4,Tripolitania,Tripolitania,spk_00001,train,train,22.17,0.9594,clean
67606,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,150.594,153.694,3.1,Tripolitania,Tripolitania,spk_00001,train,train,38.6,0.8639,clean
67607,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,153.694,159.094,5.4,Tripolitania,Tripolitania,spk_00001,train,train,37.7,0.9463,clean
67608,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,159.094,165.743,6.649,Tripolitania,Tripolitania,spk_00001,train,train,31.26,0.9804,clean
67609,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,168.983,174.783,5.8,Tripolitania,Tripolitania,spk_00001,train,train,21.48,0.9997,clean
67610,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,174.783,183.344,8.561,Tripolitania,Tripolitania,spk_00001,train,train,28.35,0.947,clean
67611,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,187.175,190.179,3.004,Tripolitania,Tripolitania,spk_00001,train,train,37.27,0.9554,clean
67612,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,191.005,197.905,6.9,Tripolitania,Tripolitania,spk_00001,train,train,34.75,0.8641,clean
67613,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,197.905,207.408,9.503,Tripolitania,Tripolitania,spk_00001,train,train,37.85,0.9324,clean
67614,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,208.488,213.854,5.366,Tripolitania,Tripolitania,spk_00001,train,train,17.2,0.9758,clean
67615,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,218.883,225.383,6.5,Tripolitania,Tripolitania,spk_00001,train,train,24.73,0.9898,clean
67616,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,225.383,235.167,9.784,Tripolitania,Tripolitania,spk_00001,train,train,39.79,0.9074,clean
67617,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,237.057,243.557,6.5,Tripolitania,Tripolitania,spk_00001,train,train,34.35,0.9794,clean
67618,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,243.557,252.431,8.874,Tripolitania,Tripolitania,spk_00001,train,train,35.03,0.8979,clean
67619,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,254.017,260.362,6.345,Tripolitania,Tripolitania,spk_00001,train,train,26.85,0.9789,clean
67620,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,261.543,271.263,9.72,Tripolitania,Tripolitania,spk_00001,train,train,30.64,0.9599,clean
67621,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,272.14,276.646,4.506,Tripolitania,Tripolitania,spk_00001,train,train,24.48,0.9925,clean
67622,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,277.287,283.7,6.413,Tripolitania,Tripolitania,spk_00001,train,train,34.18,0.9997,clean
67623,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,290.973,299.832,8.859,Tripolitania,Tripolitania,spk_00001,train,train,32.61,0.9998,clean
67624,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,303.157,307.781,4.624,Tripolitania,Tripolitania,spk_00001,train,train,23.53,0.9926,clean
67625,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,308.742,312.86,4.118,Tripolitania,Tripolitania,spk_00001,train,train,35.56,0.9597,clean
67626,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,313.467,318.057,4.59,Tripolitania,Tripolitania,spk_00001,train,train,35.68,0.9856,clean
67627,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,318.614,322.664,4.05,Tripolitania,Tripolitania,spk_00001,train,train,27.3,0.9758,clean
67628,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,323.963,327.863,3.9,Tripolitania,Tripolitania,spk_00001,train,train,34.28,0.9426,clean
67629,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,327.863,334.561,6.698,Tripolitania,Tripolitania,spk_00001,train,train,34.3,0.9083,clean
67630,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,335.371,338.544,3.173,Tripolitania,Tripolitania,spk_00001,train,train,38.82,0.8872,clean
67631,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,339.657,343.066,3.409,Tripolitania,Tripolitania,spk_00001,train,train,29.74,0.99,clean
67632,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,343.943,348.01,4.067,Tripolitania,Tripolitania,spk_00001,train,train,30.74,0.9916,clean
67633,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,348.736,353.836,5.1,Tripolitania,Tripolitania,spk_00001,train,train,38.46,0.8518,clean
67634,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,353.836,359.975,6.139,Tripolitania,Tripolitania,spk_00001,train,train,39.63,0.8733,clean
67635,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,360.886,363.986,3.1,Tripolitania,Tripolitania,spk_00001,train,train,40.53,0.8658,clean
67636,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,363.986,369.286,5.3,Tripolitania,Tripolitania,spk_00001,train,train,37.59,0.9472,clean
67637,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,369.286,377.98,8.694,Tripolitania,Tripolitania,spk_00001,train,train,36.08,0.9814,clean
67638,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,379.195,382.395,3.2,Tripolitania,Tripolitania,spk_00001,train,train,41.37,0.9581,clean
67639,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,382.395,390.795,8.4,Tripolitania,Tripolitania,spk_00001,train,train,34.85,0.9655,clean
67640,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,390.795,393.944,3.149,Tripolitania,Tripolitania,spk_00001,train,train,33.95,0.9994,clean
67641,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,395.378,399.192,3.814,Tripolitania,Tripolitania,spk_00001,train,train,31.82,0.9397,clean
67642,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,403.293,411.78,8.487,Tripolitania,Tripolitania,spk_00001,train,train,38.15,0.8702,clean
67643,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,414.852,422.851,7.999,Tripolitania,Tripolitania,spk_00001,train,train,30.82,0.9387,clean
67644,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,426.58,431.036,4.456,Tripolitania,Tripolitania,spk_00001,train,train,36.38,0.9053,clean
67645,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,433.769,437.752,3.983,Tripolitania,Tripolitania,spk_00001,train,train,33.89,0.9332,clean
67646,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,439.068,446.679,7.611,Tripolitania,Tripolitania,spk_00001,train,train,37.25,0.9146,clean
67647,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,447.337,453.429,6.092,Tripolitania,Tripolitania,spk_00001,train,train,37.38,0.8933,clean
67648,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,454.475,463.275,8.8,Tripolitania,Tripolitania,spk_00001,train,train,32.54,0.93,clean
67649,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,463.275,467.232,3.957,Tripolitania,Tripolitania,spk_00001,train,train,34.79,0.9752,clean
67650,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,468.937,472.852,3.915,Tripolitania,Tripolitania,spk_00001,train,train,40.12,0.8677,clean
67651,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,473.864,480.411,6.547,Tripolitania,Tripolitania,spk_00001,train,train,33.7,0.9203,clean
67652,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,481.154,485.339,4.185,Tripolitania,Tripolitania,spk_00001,train,train,32.79,0.9919,clean
67653,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,486.065,492.865,6.8,Tripolitania,Tripolitania,spk_00001,train,train,34.22,0.9594,clean
67654,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,492.865,498.366,5.501,Tripolitania,Tripolitania,spk_00001,train,train,17.81,0.9647,clean
67655,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,499.345,505.487,6.142,Tripolitania,Tripolitania,spk_00001,train,train,21.57,0.9945,clean
67656,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,509.099,513.082,3.983,Tripolitania,Tripolitania,spk_00001,train,train,29.72,0.9915,clean
67657,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,514.938,523.409,8.471,Tripolitania,Tripolitania,spk_00001,train,train,37.6,0.9464,clean
67658,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,527.746,534.547,6.801,Tripolitania,Tripolitania,spk_00001,train,train,37.37,0.9374,clean
67659,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,536.032,545.032,9.0,Tripolitania,Tripolitania,spk_00001,train,train,22.57,0.9998,clean
67660,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,545.032,549.262,4.23,Tripolitania,Tripolitania,spk_00001,train,train,38.52,0.8161,clean
67661,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,552.383,561.698,9.315,Tripolitania,Tripolitania,spk_00001,train,train,29.93,0.9478,clean
67662,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,562.559,567.559,5.0,Tripolitania,Tripolitania,spk_00001,train,train,32.95,0.9932,clean
67663,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,567.559,577.375,9.816,Tripolitania,Tripolitania,spk_00001,train,train,32.49,0.9374,clean
67664,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,578.067,586.567,8.5,Tripolitania,Tripolitania,spk_00001,train,train,34.89,0.9348,clean
67665,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,586.567,589.947,3.38,Tripolitania,Tripolitania,spk_00001,train,train,34.76,0.9142,clean
67666,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,590.656,599.256,8.6,Tripolitania,Tripolitania,spk_00001,train,train,30.37,0.996,clean
67667,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,599.256,604.477,5.221,Tripolitania,Tripolitania,spk_00001,train,train,31.84,0.9383,clean
67668,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,605.708,611.208,5.5,Tripolitania,Tripolitania,spk_00001,train,train,25.18,0.9709,clean
67669,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,611.208,616.796,5.588,Tripolitania,Tripolitania,spk_00001,train,train,30.57,0.971,clean
67670,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,617.673,620.694,3.021,Tripolitania,Tripolitania,spk_00001,train,train,23.94,0.9887,clean
67671,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,621.385,628.0,6.615,Tripolitania,Tripolitania,spk_00001,train,train,35.01,0.9749,clean
67672,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,628.658,636.42,7.762,Tripolitania,Tripolitania,spk_00001,train,train,30.61,0.9498,clean
67673,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,637.147,644.454,7.307,Tripolitania,Tripolitania,spk_00001,train,train,31.82,0.9685,clean
67674,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,650.157,656.418,6.261,Tripolitania,Tripolitania,spk_00001,train,train,30.86,0.9428,clean
67675,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,660.873,668.264,7.391,Tripolitania,Tripolitania,spk_00001,train,train,23.48,0.9954,clean
67676,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,669.158,673.292,4.134,Tripolitania,Tripolitania,spk_00001,train,train,22.22,0.9918,clean
67677,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,674.221,680.819,6.598,Tripolitania,Tripolitania,spk_00001,train,train,27.41,0.99,clean
67678,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,681.477,690.049,8.572,Tripolitania,Tripolitania,spk_00001,train,train,33.15,0.954,clean
67679,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,698.133,703.702,5.569,Tripolitania,Tripolitania,spk_00001,train,train,35.46,0.9472,clean
67680,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,707.397,713.797,6.4,Tripolitania,Tripolitania,spk_00001,train,train,38.18,0.9491,clean
67681,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,713.797,723.749,9.952,Tripolitania,Tripolitania,spk_00001,train,train,38.31,0.958,clean
67682,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,731.191,737.131,5.94,Tripolitania,Tripolitania,spk_00001,train,train,19.89,0.9943,clean
67683,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,737.941,742.641,4.7,Tripolitania,Tripolitania,spk_00001,train,train,41.2,0.8898,clean
67684,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,742.641,749.141,6.5,Tripolitania,Tripolitania,spk_00001,train,train,25.82,0.9603,clean
67685,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,749.141,756.487,7.346,Tripolitania,Tripolitania,spk_00001,train,train,37.25,0.9556,clean
67686,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,766.426,770.426,4.0,Tripolitania,Tripolitania,spk_00001,train,train,30.55,0.9915,clean
67687,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,770.426,776.626,6.2,Tripolitania,Tripolitania,spk_00001,train,train,31.09,0.9894,clean
67688,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,776.626,780.026,3.4,Tripolitania,Tripolitania,spk_00001,train,train,34.65,0.8771,clean
67689,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,780.026,783.826,3.8,Tripolitania,Tripolitania,spk_00001,train,train,38.95,0.9826,clean
67690,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,783.826,788.626,4.8,Tripolitania,Tripolitania,spk_00001,train,train,23.8,0.9862,clean
67691,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,788.626,798.426,9.8,Tripolitania,Tripolitania,spk_00001,train,train,33.92,0.9757,clean
67692,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,798.426,803.601,5.175,Tripolitania,Tripolitania,spk_00001,train,train,35.65,0.9329,clean
67693,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,804.125,810.571,6.446,Tripolitania,Tripolitania,spk_00001,train,train,39.24,0.8818,clean
67694,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,813.035,817.136,4.101,Tripolitania,Tripolitania,spk_00001,train,train,42.76,0.8737,clean
67695,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,817.793,823.277,5.484,Tripolitania,Tripolitania,spk_00001,train,train,36.11,0.9938,clean
67696,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,823.835,831.529,7.694,Tripolitania,Tripolitania,spk_00001,train,train,39.02,0.8027,clean
67697,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,832.357,836.657,4.3,Tripolitania,Tripolitania,spk_00001,train,train,34.17,0.9995,clean
67698,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,848.057,857.501,9.444,Tripolitania,Tripolitania,spk_00001,train,train,30.4,0.9659,clean
67699,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,859.812,864.588,4.776,Tripolitania,Tripolitania,spk_00001,train,train,24.14,0.9996,clean
67700,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,865.229,870.697,5.468,Tripolitania,Tripolitania,spk_00001,train,train,32.08,0.9696,clean
67701,28854da0518a,طه_الجواشي,youtube,8gEu_SDLay0,https://www.youtube.com/@TahaJawashi,,,873.818,879.994,6.176,Tripolitania,Tripolitania,spk_00001,train,train,27.27,0.9893,clean
